Event,"Date PST","Time PST","Latitude (º)","Longitude (º)","T Chla (µg/l)","Chla > 3µm (µg/l)","Chla < 3µm (%)","Chla > 3µm (%)","Sample Temp (C)","Sea Surface Temp (C)","Station Depth (m)","Sample Depth (m)",Program,"Water Collection School","Sample Analysis School","Number of Students"
941,2017-02-06,10:50:00,33.43516667,-117.7001667,3.43,1.3,62,38,14.3,14.44,45.72,10,LS,"Fruitvale Elementary","Halder School  -",39
942,2017-02-08,12:45:00,33.43933333,-117.7098333,3.1,1.02,67.13,32.87,15.9,15.89,36.576,10,LS,"Halder School -","Camino Real -",42
943,2017-02-12,09:45:00,33.42566667,-117.6893333,0.85,0.25,70.87,29.13,14,15,36.576,10,LS,"Camino Real -","Cerritos -",39
944,2017-02-16,10:50:00,33.42566667,-117.652,2.59,0.7,73.03,26.97,15.7,15.83,36.576,10,MMC,"Cerritos -","Competitive Edge -",39
945,2017-02-21,12:55:00,33.4265,-117.693,1.8,0.56,68.91,31.09,15.5,15.94,36.576,10,WS,"Competitive Edge -","Roosevelt AAC -",37
946,2017-02-23,10:45:00,33.42383333,-117.719,0.71,0.18,75.17,24.83,14.9,15.11,36.576,10,MMC,"Roosevelt AAC -","Oakmiddle School  -",29
947,2017-02-27,13:10:00,33.43666667,-117.705,4.21,1.56,63.06,36.94,14.9,13.89,36.576,10,LS,"Oak Middle","San Gorgonio Middle",32
948,2017-03-02,10:30:00,33.44466667,-117.7208333,3.4,0.65,80.83,19.17,15.9,15.28,36.576,10,ALS,"San Gorgonio  Middle","Valley Christian  -",35
949,2017-03-07,12:45:00,33.42583333,-117.6896667,1.9,0.66,65.46,34.54,16,15.56,36.576,10,LS,"Valley Christian  -","Rhodes Elementary",30
950,2017-03-09,10:00:00,33.42583333,-117.6896667,4.41,2.55,42.25,57.75,14,,36.576,10,LS,"Rhodes  Elementary","St. Edwards Private",23
951,2017-03-13,10:30:00,33.43216667,-117.696,1.26,0.43,65.99,34.01,15.9,16.11,36.576,10,LS,"St. Edwards Private","Lincoln  Elementary",25
952,2017-03-16,10:20:00,33.43533333,-117.7026667,1.71,0.47,72.67,27.33,15.5,15.56,36.576,10,LS,"Lincoln  Elementary","Rosevelt Elementary",27
953,2017-03-20,10:30:00,33.4535,-117.6893333,1.95,0.6,69.01,30.99,16.4,17.22,36.576,10,LS,"Rosevelt Elementary","Fremont Elementary",24
954,2017-03-27,10:35:00,33.44083333,-117.7125,3.37,1.06,68.48,31.52,15,16.11,36.576,10,LS,"Fremont Elementary","Oak  Middle",39
955,2017-03-29,12:40:00,33.44866667,-117.7461667,3.54,1.67,52.76,47.24,18.2,16.11,36.576,10,LS,"Oak Middle","Cerritos Elementary",37
956,2017-03-31,10:30:00,33.37333333,-117.7243333,9.88,2.17,77.99,22.01,8.4,6.67,36.576,10,LS,"Cerritos Elementary","Oak Middle",37
957,2017-04-03,13:15:00,33.45366667,-117.735,5.91,2.84,52,48,16,16.11,36.576,10,LS,"Oak Middle","Cook  Elementary",39
958,2017-04-06,10:45:00,33.4405,-117.7191667,4.34,2.07,52.21,47.79,15,15.56,36.576,10,LS,"Cool Elementary","Etiwanda Intermediate  -",30
959,2017-04-10,10:30:00,33.43866667,-117.7095,5.98,3.15,47.34,52.66,15,16.67,36.576,10,AFL,"Etiwanda Elementary","Etiwanda Elementary",34
963,2017-04-20,10:30:00,33.45633333,-117.7096667,3.05,1.2,60.8,39.2,11,16.67,36.576,10,MMC,"Redlands Adventist -","Twila Reed  Elementary",31
964,2017-04-26,12:00:00,33.4515,-117.6966667,2.91,1.96,32.65,67.35,16.5,18.89,36.576,10,LS,"Twila Reed Elementary","Arizona Middle",49
965,2017-04-28,13:00:00,33.444,-117.7178333,3.08,1.34,56.61,43.39,18,18.89,36.576,10,MMC,"Arizona Middle","Twila Reed Elementary",38
966,2017-05-01,11:05:00,33.444,-117.7178333,4.79,2.26,52.83,47.17,14,16.11,36.576,10,MMC,"Twila Reid  Elementary","Temecula Elementary",56
967,2017-05-03,13:00:00,33.4335,-117.6963333,4.36,1.85,57.6,42.4,18,18.33,36.576,10,LS,"Temecula Elementary","Orange Trorpe Elementary",40
968,2017-05-05,10:30:00,33.43816667,-117.7098333,6.7,3.37,49.7,50.3,16,17.78,36.576,10,SFE,"Orange Thorpe Elementary","Mission Viejo Christian -",21
969,2017-05-08,10:40:00,33.42616667,-117.6908333,1.29,0.41,68.37,31.63,16,17.78,36.576,10,PUB,"Mission Viejo Christian -","Twila Reid  Elementary",33
970,2017-05-10,10:40:00,33.469,-117.741,3.9,1.86,52.25,47.75,16,16.67,38.4048,10,MMC,"Twila Reid Elementary","Jose A Sepulveda -",36
971,2017-05-17,07:45:00,33.44333333,-117.7023333,3.11,1.25,59.77,40.23,15.6,16.67,36.576,10,LITA,"Jose A Sepulveda -","Westmont Elementary",36
972,2017-05-18,15:00:00,33.43333333,-117.6905,3.25,1.4,56.99,43.01,18,17.78,36.576,10,WS,"Westmont  Elementary","Trabuco Elementary",33
973,2017-05-30,13:00:00,33.42,-117.7426667,1.46,0.59,59.34,40.66,19,18.33,54.864,10,LS,"McDowell  Elementary","Lynwood High School",38
988,2017-08-01,11:00:00,33.446,-117.72,1.31,0.66,49.57,50.43,18,16.67,36.576,10,CAMP,"OI Other","OI Other",30
989,2017-08-03,11:35:00,33.42433333,-117.6868333,2.82,0.32,88.63,11.37,15.5,20,36.576,10,CAMP,"OI Other","OI Other",
990,2017-08-08,09:45:00,33.43716667,-117.7073333,1.26,0.45,64.1,35.9,16,18.33,36.576,10,CAMP,"OI Other","OI Other",39
991,2017-08-10,11:50:00,33.42566667,-117.7071667,0.53,0.15,72.34,27.66,16,18.89,36.576,10,CAMP,"OI Other","OI Other",33
992,2017-08-15,10:25:00,33.43733333,-117.7043333,0.8,0.31,61.32,38.68,18,17.78,36.576,10,CAMP,"OI Other","OI Other",23
993,2017-08-23,13:10:00,33.42083333,-117.7486667,0.84,0.5,40.08,59.92,16.5,16.67,36.576,10,CAMP,"OI Other","Spurgen Intermediate Middle",22
994,2017-09-05,09:45:00,33.434,-117.7176667,2.93,0.71,75.9,24.1,16.7,18.89,36.576,10,ECC,"Spurgen Intermediate Middle","Spurgen Middle",38
995,2017-09-12,10:30:00,33.44666667,-117.72,0.62,0.21,66.52,33.48,18,17.78,36.576,10,ECC,"Spurgeon Middle","Rockfield Elementary",38
996,2017-09-14,10:30:00,33.44833333,-117.6921667,0.51,0.13,75.39,24.61,12,15.56,36.576,10,WS,"Rockfield Elementary","Canyon Vista Elementary",26
997,2017-09-18,10:20:00,33.43298333,-117.6961667,0.6,0.13,78.79,21.21,14,15.56,36.576,10,WS,"Canyon Vista Elementary","Carl Hankey Elementary",35
998,2017-09-20,10:30:00,33.44,-117.6903333,1.25,0.33,73.23,26.77,15,15.56,38.1,10,WS,"Carl Hankey Elementary","Grawood Elementary",35
999,2017-09-22,10:20:00,33.426,-117.6915,1.02,0.36,65.15,34.85,16,15.56,36.576,10,WS,"Grawood Elementary","Canyon Vista Elementary",31
1000,2017-09-25,10:11:00,33.42633333,-117.6928333,1.12,0.19,82.82,17.18,16,16.67,36.576,10,WS,"Canyon Vista Elementary","Newland Elementary",28
1001,2017-09-27,10:20:00,33.42566667,-117.6911667,1.18,0.24,79.59,20.41,13,15.56,36.576,10,WS,"Newland Elementary","Day Tripper Tours Other",32
1002,2017-09-29,10:50:00,33.42566667,-117.6911667,0.86,0.26,69.15,30.85,17,,36.576,10,MMC,"Day Tripper Tour Other","Castille Elementary",36
1003,2017-10-02,10:30:00,33.43283333,-117.6953333,0.46,0.11,76.39,23.61,18,20,36.576,10,WS,"Castle  Elementary","Jefferson  Elementary",32
1004,2017-10-04,10:30:00,33.44833333,-117.7233333,0.32,0.08,75.49,24.51,18,16.67,36.576,10,WS,"Jefferson Elementary","Crossroads  Elementary",36
1005,2017-10-06,11:30:00,33.45733333,-117.7325,0.53,0.13,74.81,25.19,17,16.67,34.7472,10,LS,"Crossroads Elementary","Fruitvale Elementary",54
1006,2017-10-09,10:53:00,33.4255,-117.6888333,0.38,0.13,64.44,35.56,28,17.78,36.576,10,MMC,"Fruitvalle Elementary","Parish School Elementary/Middle",30
1007,2017-10-11,10:00:00,33.43566667,-117.7256667,0.68,0.3,55.76,44.24,19,18.33,36.576,10,LS,"Parish Elementary","Westpark -",38
1008,2017-10-14,10:30:00,33.43333333,-117.6968333,0.59,0.2,66.4,33.6,17,16.67,36.576,10,WS,"Westpark Elementary","Fruitvale Elementary",33
1009,2017-10-16,11:20:00,33.42316667,-117.6866667,0.69,0.25,63.87,36.13,17,17.78,36.576,10,MMC,"Fruitvale Elementary","Fruitvale Elementary",26
1010,2017-10-18,11:00:00,33.44733333,-117.7073333,1.88,0.83,55.79,44.21,18,16.67,36.576,10,LS,"Fruitvale Elementary","McClintock  High School",49
1011,2017-10-21,10:30:00,33.44666667,-117.7216667,0.51,0.13,75.12,24.88,17,17.22,36.576,10,ALS,"McClintock High School","Oakville Elementary",32
1012,2017-10-31,10:30:00,33.4255,-117.6745,1.92,0.82,57.08,42.92,14.4,15.56,36.576,10,MMC,"Oakville Elementary","Little Lake Elementary",38
1013,2017-11-02,12:55:00,33.43966667,-117.7188333,1.3,0.89,31.92,68.08,16,16.67,36.576,10,LS,"Little Lake Elementary","Orange County Other",40
1014,2017-11-09,15:00:00,33.44666667,-117.72,2.53,0.89,64.7,35.3,14,15,36.576,10,PUB,"Orange County Other","Washington Elementary",31
1015,2017-11-13,10:25:00,33.436,-117.6988333,2.1,0.78,63.01,36.99,15,12.22,36.576,10,LS,"Washington Elementary","The Pegasus School Private",39
1016,2017-11-15,10:30:00,33.44333333,-117.72,1.05,0.55,47.95,52.05,14,13.33,36.576,10,LS,"The Pegasus School Private","Buena Park High School",28
1018,2017-11-20,11:00:00,33.43783333,-117.706,0.5,0.2,59.09,40.91,14,14.44,36.576,10,LS,"Viewpoint Private","Rosevelt Elementary",34
1019,2017-11-27,10:30:00,33.437,-117.8033333,2.22,0.72,67.57,32.43,12,15,36.576,10,LS,"Rosevelt Elementary","Competitive Edge Charter",22
1020,2017-11-29,10:15:00,33.43783333,-117.7208333,2.48,1.47,40.81,59.19,13,15.56,36.576,10,WS,"Competitive Edge Charter","Valencia Park Elementary",37
1021,2017-12-01,10:45:00,33.42516667,-117.689,1.63,1.01,38.05,61.95,14,14.44,36.576,10,MMC,"Valencia Park Elementary","Roosevelt Elementary",27
1022,2017-12-06,10:23:00,33.42933333,-117.6871667,2.14,0.23,89.18,10.82,14,15,33.528,10,MMC,"Roosevelt Elementary","OC GRIP Other",40
1023,2017-12-08,13:30:00,33.43416667,-117.7501667,0.47,0.07,84.18,15.82,14,14.44,36.576,10,MMC,"OC GRIP Other","Loara Elementary",46
1024,2017-12-11,12:40:00,33.42083333,-117.6916667,0.63,0.18,71.99,28.01,15,14.44,36.576,10,LS,"Loara Elementary","Kipp Comienza Charter",25
1025,2017-12-13,13:30:00,33.43666667,-117.7081667,1.18,0.33,72.07,27.93,14.5,14.44,36.576,10,LS,"Kipp Comienza Charter","James Monroe -",37
1026,2017-12-15,11:00:00,33.44383333,-117.7196667,0.7,0.18,74.52,25.48,14,13.89,38.4048,10,LS,"James Monroe -","S. Oceanside Elementary",36
1027,2018-01-08,10:45:00,33.438,-117.7095,0.58,0.14,75,25,13,13.33,36.576,10,LS,"S. Oceanside Elementary","Kennedy Elementary",37
1028,2018-01-11,10:15:00,33.444,-117.7178333,0.9,0.2,77.88,22.12,12,13.33,36.576,10,MMC,"Kennedy Elementary","John Muir Middle",28
1029,2018-01-15,10:20:00,33.42416667,-117.6886667,1.1,0.19,82.56,17.44,12,12.78,36.576,10,LS,"John Muir Middle","Villiage Elementary",33
1030,2018-01-19,10:30:00,33.64033333,-118.1785,2.17,0.55,74.76,25.24,12,12.22,36.576,10,LS,"Viejo Elementary","Washington AHC -",41
1031,2018-01-23,10:55:00,33.42416667,-117.6848333,3.12,1.25,59.87,40.13,11,12.22,36.576,10,LS,"Washington AHC -","Kennedy Elementary",41
1032,2018-01-25,10:00:00,33.459,-117.7341667,4.67,1.87,60,40,12,12.22,36.576,10,MMC,"Kennedy Elementary","South Oceanside Elementary",26
1033,2018-01-29,12:45:00,33.78033333,-118.1533333,0.87,0.35,59.4,40.6,11,12.22,36.576,10,LS,"South Oceanside Elementary","ST Fun Travel Other",38
1034,2018-02-02,13:30:00,33.45833333,-117.7423333,0.66,0.3,54.42,45.58,12,13.33,54.864,10,LS,"ST Fun Travel Other","ST Fun Travel Other",14
1035,2018-02-07,13:00:00,33.4335,-117.7218333,1.12,0.6,46.53,53.47,12,12.78,36.576,10,LS,"ST Fun Travel Other","Holy Family School Elementary/Middle",40
1036,2018-02-09,10:13:00,33.4335,-117.7218333,0.39,0.11,70.45,29.55,12,12.22,182.88,10,LS,"Holy Family School Elementary/Middle","Monroe Elementary",25
1037,2018-02-10,10:30:00,33.4335,-117.7218333,1.05,0.66,37.38,62.62,12,12.22,36.576,10,LS,"Monroe  Elementary","San Gorgonio Elementary",28
1038,2018-02-14,11:00:00,33.44216667,-117.711,0.38,0.12,69.25,30.75,13,13.33,36.576,10,ALS,"San Gorgonio Elementary","Rio Vista Elementary",36
1039,2018-02-16,13:00:00,33.4345,-117.6993333,0.86,0.33,61.81,38.19,13,12.78,36.576,10,WS,"Rio Vista Elementary","Edwin Rhodes Elementary",28
1040,2018-02-22,10:15:00,33.43666667,-117.705,1.92,0.54,71.81,28.19,10,11.11,36.576,10,ALS,"Edwin Rhodes Elementary","San Gorgonio Elementary",38
1042,2018-02-28,10:00:00,33.437,-117.7058333,9.67,8.79,9.13,90.87,10,10,36.576,10,MMC,"Carnegie Middle","Wonderland Ave Elementary",34
1043,2018-03-02,10:33:00,33.43511667,-117.70215,14.38,10.74,25.33,74.67,10,11.11,36.576,10,LS,"Wonderland Ave Elementary","La Paz Intermediate Middle",23
1044,2018-03-05,10:50:00,33.435,-117.6923333,6.3,5.15,18.16,81.84,11,11.11,36.576,10,WS,"La Paz Intermediate Middle","Esqueda  Elementary",41
1045,2018-03-07,10:35:00,33.40366667,-117.6891667,0.45,0.26,42.6,57.4,14,13.89,36.576,10,LS,"Esqueda Elementary","Turtle Rock Elementary",41
1046,2018-03-09,10:35:00,33.44383333,-117.7188333,1.82,1.38,24.28,75.72,13,13.33,36.576,10,LS,"Turtle Rock Elementary","San Marcos -",32
1047,2018-03-12,10:45:00,33.43733333,-117.705,0.53,0.27,50.08,49.92,14,14.44,36.576,10,ALS,"San Marcos -","Santiago Elementary",31
1048,2018-03-14,10:20:00,33.4355,-117.719,1.48,0.86,41.92,58.08,14,13.33,36.576,10,LS,"Santiago Elementary","Turtle Rock Elementary",35
1049,2018-03-16,11:00:00,33.4585,-117.7353333,1.24,0.44,64.22,35.78,16,13.89,36.576,10,LS,"Turtle Rock Elementary","Serrania Charter",33
1050,2018-03-19,12:50:00,33.43416667,-117.7006667,3.21,0.94,70.65,29.35,13,13.33,36.576,10,MMC,"Serrania Charter","Howard Elementary",37
1051,2018-03-21,11:00:00,33.43416667,-117.7006667,1.57,0.53,66.19,33.81,12,14.44,36.576,10,MMC,"Howard Elementary","King Middle",42
1052,2018-03-23,13:50:00,33.47466667,-117.7188333,4.13,1.13,72.64,27.36,11,12.22,36.576,10,LS,"King Middle","Spurgeon Middle",24
1053,2018-03-30,10:30:00,33.43246667,-117.7184,2.09,0.46,78,22,13,15,152.4,10,ECC,"Spurgeon Middle","San Gorgonio Middle",45
1054,2018-04-02,10:15:00,33.43983333,-117.7195,4.58,1.55,66.06,33.94,11,12.22,36.576,10,LS,"San Gorgonio Middle","W. Heritage Elementary",26
1055,2018-04-05,10:30:00,33.44866667,-117.7438833,5.3,2.11,60.19,39.81,11,11.67,182.88,10,LS,"West Heritage Elementary","San Gorgonio Middle",28
1056,2018-04-09,10:20:00,33.43641333,-117.7071667,1.04,0.23,78.01,21.99,12.2,12.22,36.576,10,LS,"San Gorgonio Middle","San Juan Elementary",33
1057,2018-04-11,10:00:00,33.43416667,-117.7016667,1.96,0.82,58.28,41.72,12,12.78,36.576,10,LS,"San Juan Elementary","Eagle Canyon Elementary",39
1058,2018-04-13,10:20:00,33.44233333,-117.7131667,2.16,0.63,70.71,29.29,13,13.33,39.9288,10,LS,"Eagle Canyon Elementary","Benito  Elementary",37
1059,2018-04-16,10:50:00,33.435,-117.7016667,4,0.88,78,22,12,14.44,36.576,10,WS,"Benito Elementary","Freemont  Elementary",31
1060,2018-04-19,10:50:00,33.44166667,-117.7351667,4.24,1.72,59.31,40.69,22,12.78,36.576,10,LS,"Freemont Elementary","Esqueda Elementary",27
1061,2018-04-23,10:17:00,33.43,-117.696,7.99,3.49,56.29,43.71,15,15,36.576,10,LS,"Esqueda -","Redlands Adventist Elementary",29
1062,2018-04-25,10:30:00,33.44333333,-117.716,2.89,1.23,57.33,42.67,14,16.11,36.576,10,LS,"Redlands Adventist  Academy","Desert Shadows Middle",24
1063,2018-04-27,13:10:00,33.40111667,-117.6471167,3.89,1.82,53.31,46.69,14,16.67,36.576,10,ALS,"Desert Shadows Middle","McDowell Elementary",32
1064,2018-05-02,10:30:00,33.45611667,-117.7327833,5.12,0.47,90.84,9.16,16,16.67,36.576,10,MMC,"McDowell Elementary","Orangethorpe Elementary",29
1065,2018-05-04,12:50:00,33.43966667,-117.7185,1.64,0.56,65.78,34.22,17,16.67,36.576,10,LS,"Orangethorpe Elementary","Pluralistic School 1 Elementary",30
1066,2018-05-07,10:25:00,33.43333333,-117.7,1.04,0.29,71.73,28.27,11,14.44,36.576,10,LS,"Pluralistic School 1 Elementary","Alta Loma  -",23
1067,2018-05-09,09:45:00,33.44066667,-117.7131667,2.48,0.6,75.65,24.35,13,15,36.576,10,LS,"Alta Loma -","Freemont Elementary",28
1068,2018-05-14,10:25:00,33.433,-117.6985,5.98,2.56,57.22,42.78,13,15.56,36.576,10,LS,"Freemont Elementary","Topanga Charter",32
1069,2018-05-16,10:15:00,33.43318333,-117.69645,3.85,0.82,78.66,21.34,10,13.33,36.576,10,LS,"Topanga Charter","Santa Fe Elementary",38
1070,2018-05-18,10:30:00,33.442,-117.718,6.86,3.55,48.24,51.76,12,12.78,32.9184,10,LS,"Santa Fe Elementary","Seneca  -",47
1071,2018-05-25,10:30:00,33.442,-117.718,0.8,0.24,70.14,29.86,13,13.89,36.576,10,AFL,"Seneca -","OI -",39
1072,2018-05-28,11:40:00,33.4487,-117.7218333,6.04,1.75,70.98,29.02,12,14.44,30.48,10,MMC,"OI -","OI -",30
1073,2018-06-12,11:10:00,33.43783333,-117.7421667,0.67,0.35,47.45,52.55,16,15.56,182.88,10,MMC,"OI Education Tours -  -","Ocean Institute -",46
1074,2018-06-14,11:15:00,33.44033333,-117.7391667,0.4,0.1,74.7,25.3,16,16.11,182.88,10,MMC,"Ocean Inst. -","Washington Elementary",28
1075,2018-06-21,10:30:00,33.44033333,-117.7391667,3.53,0.99,71.99,28.01,16,15.56,36.576,10,MMC,"Washington Elementary","Irvine Public -",40
1076,2018-06-25,10:20:00,33.42533333,-117.6896667,11.41,9.4,17.59,82.41,17,17.22,36.576,10,MMC,"Irvine Public -","Ocean Institute -",47
1077,2018-06-28,11:15:00,33.42166667,-117.6908333,8.76,6.08,30.63,69.37,18,17.78,48.768,10,CAMP,"OI -","OC Community Foundation -",36
1079,2018-07-05,10:55:00,33.445,-117.71,7.59,4.44,41.54,58.46,16,17.22,36.576,10,LS,"Yorba Linda -","OCMI Camp -",27
1080,2018-07-10,11:25:00,33.4415,-117.7133333,1.14,0.39,66.32,33.68,20,18.89,36.576,10,CAMP,"Summer Camp -","O.I. -",37
1081,2018-07-12,11:15:00,33.40805,-117.7786,0.87,0.47,45.99,54.01,20,21.11,36.576,10,CAMP,"OI -","OI -",38
1082,2018-07-17,13:15:00,33.36983333,-117.7423333,1.62,0.71,56.18,43.82,18,20.56,36.576,10,LS,"OI -","OI -",37
1083,2018-07-19,11:00:00,33.38766667,-117.7018333,8.22,3.45,58.08,41.92,17,20,36.576,10,CAMP,"OI -","Irvine Uni -",41
1084,2018-07-23,10:30:00,33.439,-117.7208333,3.3,1.37,58.49,41.51,15,19.44,36.576,10,MMC,"Irvine Uni -","OI -",47
1085,2018-07-26,14:10:00,33.37166667,-117.6685,3.31,1.99,39.7,60.3,18,21.11,36.576,10,CAMP,"OI -","OI -",39
1086,2018-07-31,10:05:00,33.44615,-117.712,0.78,0.25,67.93,32.07,18,20,36.576,10,LS,"OI -","OI -",
1087,2018-08-02,11:00:00,33.45333333,-117.7495,1.28,0.45,64.55,35.45,17,21.11,0,10,CAMP,"OI -","OCMI -",39
1088,2018-08-07,10:25:00,33.423,-117.6983333,1.46,0.48,66.76,33.24,13,20,36.576,10,LS,"OCMI -","OI  -",17
1089,2018-08-09,11:15:00,33.40233333,-117.6868333,0.59,0.24,59.36,40.64,20,21.11,36.576,10,CAMP,"OI  -","OI  -",33
1090,2018-08-14,11:00:00,33.46188333,-117.73795,3.56,1.74,51.05,48.95,18,20,3.048,10,CAMP,"OI -","OI -",36
1092,2018-09-11,10:25:00,33.42633333,-117.691,1.44,0.46,68.29,31.71,19,20,36.576,10,WS,"Lake View Elementary","Beumont Elem Elementary",30
1093,2018-09-13,11:00:00,33.43286667,-117.6946667,1.16,0.45,60.99,39.01,18,20.56,36.576,10,WS,"Beumont Elementary","Rolling Hills Elementary",33
1094,2018-09-18,10:25:00,33.426,-117.6905,1.67,0.32,80.86,19.14,15,16.67,36.576,10,WS,"Rolling Hills Elementary","Canyon Vista Elementary",26
1095,2018-09-20,10:30:00,33.43333333,-117.6976667,1.6,0.41,74.61,25.39,19,16.11,36.576,10,WS,"Canyon Vista Elementary","OI Other",38
1096,2018-09-25,09:34:00,33.425,-117.6708333,2.04,0.85,58.25,41.75,14,17.78,38.4048,10,PUB,"OI -","Francis Parker Private",
1097,2018-09-28,10:30:00,33.44,-117.7133333,2.52,1.16,53.96,46.04,12,16.67,36.576,10,LS,"Francis Parker Private","Tri City Christian Private",58
1098,2018-10-02,09:40:00,33.43833333,-117.6905,1.55,0.51,66.91,33.09,15,14.44,36.576,10,WS,"Tri City Christian Private","Cross Roads Elementary",34
1099,2018-10-05,11:00:00,33.41333333,-117.775,0.27,0.08,70.65,29.35,17,17.78,36.576,10,LS,"Cross Roads Elementary","La Vista High School",52
1100,2018-10-08,09:45:00,33.4365,-117.7185,1.04,0.27,73.77,26.23,11.1,11.11,36.576,10,PUB,"La Vista High High School","Viejo Elementary",
1101,2018-10-15,10:10:00,33.435,-117.6903333,0.65,0.22,66.37,33.63,15,15.56,36.576,10,LS,"Viejo Elementary","Westpark Elementary",42
1102,2018-10-16,12:00:00,33.43181667,-117.6938167,0.43,0.11,73.39,26.61,16,16.67,36.576,10,WS,"Westpark Elementary","Portola Hills Elementary",31
1103,2018-10-17,10:30:00,33.43333333,-117.7008333,0.43,0.17,59.45,40.55,17,17.78,36.576,10,WS,"Portola Hills Elementary","109th St. Elementary",32
1104,2018-10-22,10:30:00,33.43966667,-117.715,0.95,0.32,66.59,33.41,16,16.67,36.576,10,LS,"Pendleton Elementary","Buchanon St Elementary",41
1105,2018-10-29,10:15:00,33.45966667,-117.6918333,0.62,0.21,66.02,33.98,20,18.89,36.576,10,WS,"Budranon st. -"," -",32
1106,2018-11-14,10:20:00,33.43666667,-117.7033333,0.95,0.18,81.55,18.45,20,20,36.576,10,LS,"Pegasus School -","Rancho Viejo Elementary",31
1107,2018-11-16,10:30:00,33.45533333,-117.725,0.74,0.15,78.96,21.04,20,20,37.7952,10,LS,"Rancho Viejo  Elementary","N/A -",41
1108,2018-11-17,11:05:00,33.42206667,-117.7531667,0.25,0.05,81.2,18.8,21,20,36.576,10,PUB," -","Imperial Middle",
1109,2018-11-26,10:15:00,33.43816667,-117.7083333,0.89,0.2,77.66,22.34,20,19.44,36.576,10,LS,"Imperial Elementary","St. Irenochs -",32
1110,2018-12-12,10:30:00,33.46,-117.735,0.52,0.09,81.96,18.04,19,17.78,36.576,10,LS,"St. Anne -","James Munroe -",28
1111,2018-12-17,10:25:00,33.42616667,-117.6905,0.7,0.12,83.33,16.67,15,18.89,36.576,10,MMC,"James Munro -","Julius Corsini -",45
1112,2018-12-21,13:00:00,33.447,-117.723,1.96,1.25,35.98,64.02,14,13.33,36.576,10,-,"Julius Corsini -"," -",41
1113,2019-01-14,10:25:00,33.43833333,-117.7005,0.74,0.16,78.63,21.37,12,12.22,36.576,10,LS,"County Springs -","Leuzinger High School",29
1114,2019-01-18,12:50:00,33.44261667,-117.7317667,0.68,0.16,76.52,23.48,13,13.33,36.576,10,ECC,"Leuzinger High School","Environmental Charter -",45
1115,2019-01-24,11:00:00,33.442,-117.7211667,1.54,0.66,56.8,43.2,12,12.22,47.8536,10,LS,"Environmental Charter","Grapeland Elementary",61
1116,2019-02-01,13:10:00,33.43266667,-117.697,1.42,0.82,42.55,57.45,12,12.22,36.576,10,WS,"Rio Vista Elementary","Rio Vista Middle",30
1117,2019-02-06,10:20:00,33.45216667,-117.7258333,0.69,0.23,67.46,32.54,12,11.11,36.576,10,LS,"Rio Vista Elementary","Holy Family -",36
1118,2019-02-08,10:30:00,33.42133333,-117.7583333,0.9,0.44,51.13,48.87,12,11.11,36.576,10,LS,"Holy Family -","San Gorgonio Middle",48
1120,2019-02-28,12:27:00,33.442,-117.7175,2.29,2.02,11.73,88.27,11,10,36.576,10,ALS,"San Gorgonio Middle","Wonderland Ave -",32
1121,2019-03-01,10:04:00,33.442,-117.442,3.31,2.41,27.31,72.69,11,12.22,36.576,10,LS,"Wonderland Ave -","San Gorgonio Middle",26
1122,2019-03-04,10:45:00,33.442,-117.7538333,1.23,0.7,42.49,57.51,11,11.67,36.576,10,ALS,"San Gorgonio Middle","San Gorgonio Middle",
1123,2019-03-08,10:00:00,33.44666667,-117.7001667,1.15,0.49,57.71,42.29,10,11.11,0,10,ALS,"San Gorgonio Middle","Edwin Rhodes Elementary",40
1124,2019-03-11,10:30:00,33.43333333,-117.7003333,1.73,0.78,54.69,45.31,11,10,36.576,10,LS,"Edwin Rhodes Elementary","Edwin Rhodes Elementary",30
1125,2019-03-13,10:35:00,33.44316667,-117.7226667,1,0.37,63.31,36.69,12,11.11,36.576,10,LS,"Edwin Rhodes Elementary","Mountain View -",32
1126,2019-03-15,10:50:00,33.42983333,-117.693,0.76,0.16,79.25,20.75,12,12.22,36.576,10,LS,"Mountain View -","San Grogornio Middle",24
1127,2019-03-18,10:30:00,33.42983333,-117.693,2.96,0.89,69.92,30.08,,,36.576,10,ALS,"San Grogonia Middle","EG Marshall Elementary",32
1128,2019-03-21,10:45:00,33.42983333,-117.693,1.52,0.75,50.38,49.62,9,16.67,36.576,10,LS,"EJ Marshall Elementary","Star View Elementary",17
1129,2019-03-26,10:45:00,33.39316667,-117.6541667,2.3,0.59,74.19,25.81,15,15.56,36.576,10,MMC,"Star View Elementary","Star View Elementary",42
1130,2019-03-28,10:30:00,33.4475,-117.7242667,4.55,2.54,44.19,55.81,18,15.56,36.576,10,MMC,"Star View Elementary","Mariners Christian -",31
1131,2019-04-02,10:50:00,33.46233333,-117.7398333,4.98,2.49,50.08,49.92,18,,25.6032,10,LS,"Mariners Christian -","Hermosa Drive Elementary",42
1132,2019-04-05,10:30:00,33.46233333,-117.7398333,0.75,0.24,67.37,32.63,16,16.67,36.576,10,LS,"Hermosa Drive Elementary","Freemont Elementary",29
1133,2019-04-08,10:40:00,33.47783333,-117.7563333,2.36,0.36,84.58,15.42,18,13.33,36.576,10,LS,"Freemont Elementary"," -",33
1134,2019-04-15,10:40:00,33.426,-117.6913333,6.43,3.53,45.12,54.88,18,16.11,36.576,10,LS,"Turtle Rock Elementary","Redlands Adventis -",30
